id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
259,29,blue-collar,married,primary,no,1078,yes,no,cellular,18,may,9,6,374,4,other,0
260,57,blue-collar,married,primary,no,1728,no,no,cellular,17,nov,68,1,-1,0,unknown,0
261,32,admin.,single,tertiary,no,913,no,yes,cellular,21,jul,442,3,-1,0,unknown,0
262,69,management,married,tertiary,no,482,no,no,cellular,4,nov,69,2,-1,0,unknown,0
263,39,technician,divorced,secondary,no,644,no,yes,cellular,4,aug,155,1,-1,0,unknown,0
264,29,admin.,single,secondary,no,923,no,no,cellular,18,jul,124,2,-1,0,unknown,0
265,25,student,single,secondary,no,2503,no,no,cellular,11,feb,661,1,-1,0,unknown,1
266,46,blue-collar,married,primary,no,1734,yes,no,cellular,24,jul,488,1,-1,0,unknown,0
267,46,blue-collar,married,secondary,no,1496,no,no,cellular,12,aug,114,4,-1,0,unknown,0
268,27,admin.,single,secondary,no,151,no,no,cellular,16,jul,543,6,-1,0,unknown,0
269,25,self-employed,single,tertiary,no,509,no,no,cellular,6,aug,268,1,-1,0,unknown,1
270,32,technician,single,secondary,no,5818,yes,no,cellular,25,may,113,1,185,1,failure,0
271,42,self-employed,single,secondary,no,1605,no,no,unknown,18,jun,158,2,-1,0,unknown,0
272,39,management,married,tertiary,no,0,no,no,cellular,28,aug,74,10,-1,0,unknown,0
273,57,services,married,secondary,no,434,no,no,cellular,20,aug,632,4,-1,0,unknown,0
274,35,blue-collar,married,secondary,no,759,yes,no,unknown,9,may,122,1,-1,0,unknown,0
275,38,self-employed,married,secondary,no,442,yes,no,unknown,6,may,160,1,-1,0,unknown,0
276,51,blue-collar,divorced,primary,no,1416,yes,no,cellular,30,jul,61,4,-1,0,unknown,0
277,34,technician,married,secondary,no,36,yes,no,cellular,26,aug,129,4,-1,0,unknown,0
278,57,admin.,married,secondary,no,1130,no,no,cellular,18,jul,73,9,-1,0,unknown,0
279,47,blue-collar,married,secondary,no,644,no,yes,cellular,21,aug,92,12,-1,0,unknown,0
280,35,management,single,tertiary,no,517,no,no,cellular,28,aug,7,8,-1,0,unknown,0
281,35,admin.,married,secondary,no,441,yes,no,cellular,9,feb,7,3,-1,0,unknown,0
282,34,management,married,tertiary,no,0,no,no,cellular,7,aug,116,4,-1,0,unknown,0
283,55,admin.,married,unknown,no,-488,yes,no,unknown,27,may,165,2,-1,0,unknown,0
284,53,blue-collar,married,secondary,no,544,yes,yes,cellular,17,jul,531,2,-1,0,unknown,0
285,30,technician,single,secondary,no,1412,yes,no,unknown,15,may,297,1,-1,0,unknown,0
286,50,admin.,married,secondary,no,14,yes,no,cellular,7,may,127,1,366,2,failure,0
287,38,blue-collar,married,secondary,no,0,yes,yes,unknown,3,jun,111,1,-1,0,unknown,0
288,58,retired,married,tertiary,no,810,no,no,cellular,12,aug,105,2,-1,0,unknown,0
289,34,technician,divorced,secondary,no,0,no,no,cellular,4,feb,77,1,-1,0,unknown,0
290,38,technician,single,tertiary,no,2443,no,no,unknown,20,jun,1276,12,-1,0,unknown,0
291,43,technician,married,secondary,no,0,no,no,cellular,8,may,112,1,-1,0,unknown,0
292,23,technician,married,secondary,no,486,no,no,cellular,16,jun,169,1,-1,0,unknown,0
293,37,admin.,married,secondary,no,16,no,no,cellular,7,jul,80,4,-1,0,unknown,0
294,40,blue-collar,married,primary,no,-85,yes,yes,unknown,26,may,118,1,-1,0,unknown,0
295,53,technician,single,secondary,no,-477,yes,no,unknown,27,may,431,2,-1,0,unknown,0
296,43,housemaid,married,secondary,no,1286,no,no,cellular,11,nov,150,2,-1,0,unknown,0
297,30,technician,single,tertiary,no,0,no,no,cellular,25,aug,81,6,-1,0,unknown,0
298,34,management,married,tertiary,no,24,yes,no,cellular,18,nov,541,2,-1,0,unknown,0
299,32,services,single,secondary,no,1011,yes,no,cellular,18,jul,634,3,-1,0,unknown,1
300,60,retired,married,primary,no,1240,no,yes,telephone,29,jul,77,3,-1,0,unknown,0
301,26,blue-collar,married,secondary,no,-214,yes,no,unknown,27,may,128,4,-1,0,unknown,0
302,46,management,married,tertiary,no,594,yes,no,unknown,4,jun,108,2,-1,0,unknown,0
303,23,admin.,single,secondary,no,-219,yes,no,unknown,9,may,92,3,-1,0,unknown,0
304,59,retired,married,tertiary,no,3812,no,no,telephone,5,feb,138,2,-1,0,unknown,0
305,54,retired,divorced,tertiary,no,-1414,no,yes,cellular,18,aug,118,2,-1,0,unknown,0
306,46,blue-collar,married,primary,yes,-1400,yes,no,unknown,20,jun,104,4,-1,0,unknown,0
307,35,technician,married,secondary,no,902,yes,no,cellular,20,apr,125,1,-1,0,unknown,0
308,44,blue-collar,married,primary,no,1150,yes,no,cellular,12,may,119,2,-1,0,unknown,0
309,53,blue-collar,married,secondary,no,931,no,no,cellular,28,jan,799,3,-1,0,unknown,0
310,44,unemployed,married,tertiary,no,3232,no,no,telephone,29,jan,532,2,-1,0,unknown,0
311,43,blue-collar,single,secondary,no,-6,no,no,unknown,1,jul,196,2,-1,0,unknown,0
312,34,unemployed,married,unknown,no,3538,yes,no,cellular,14,may,128,2,339,3,failure,0
313,40,blue-collar,married,primary,no,614,yes,no,cellular,9,jul,166,2,-1,0,unknown,0
314,40,housemaid,single,tertiary,no,962,no,no,cellular,17,nov,564,1,-1,0,unknown,0
315,42,blue-collar,married,primary,no,664,yes,no,cellular,21,jul,136,2,-1,0,unknown,0
316,36,technician,single,unknown,no,881,yes,no,cellular,29,aug,150,10,-1,0,unknown,0
317,38,technician,married,tertiary,no,874,no,no,cellular,3,aug,1091,2,92,6,success,1
318,40,blue-collar,married,secondary,no,607,yes,no,unknown,27,may,492,7,-1,0,unknown,0
319,36,technician,single,tertiary,no,1138,no,no,cellular,25,aug,452,6,-1,0,unknown,0
320,40,management,married,secondary,no,1585,no,no,cellular,28,aug,97,6,-1,0,unknown,0
321,54,entrepreneur,married,unknown,no,554,yes,no,cellular,10,jul,114,1,-1,0,unknown,0
322,33,management,married,tertiary,no,635,no,no,cellular,13,aug,103,2,-1,0,unknown,0
323,31,blue-collar,married,secondary,no,-10,yes,no,unknown,2,jun,184,4,-1,0,unknown,0
324,35,admin.,married,secondary,no,627,yes,yes,cellular,16,apr,102,1,-1,0,unknown,0
325,36,technician,single,secondary,no,35,no,no,cellular,7,aug,76,2,-1,0,unknown,0
326,41,self-employed,divorced,secondary,no,1966,no,no,cellular,28,jan,41,1,204,2,other,0
327,36,blue-collar,single,secondary,no,0,no,no,unknown,6,jun,87,3,-1,0,unknown,0
328,31,services,married,secondary,no,477,no,no,cellular,25,jul,590,7,-1,0,unknown,0
329,31,services,married,secondary,no,2723,yes,no,unknown,20,may,81,1,-1,0,unknown,0
330,31,management,married,tertiary,no,3045,no,no,cellular,18,aug,183,4,-1,0,unknown,0
331,30,services,single,secondary,no,-114,yes,no,cellular,18,may,49,1,-1,0,unknown,0
332,57,blue-collar,married,secondary,no,4608,yes,no,cellular,16,apr,1341,1,-1,0,unknown,1
333,35,management,divorced,tertiary,no,1253,yes,no,unknown,30,may,577,1,-1,0,unknown,0
334,35,admin.,divorced,secondary,no,1,yes,no,unknown,28,may,87,4,-1,0,unknown,0
335,31,technician,single,tertiary,no,8,yes,no,cellular,7,may,81,3,-1,0,unknown,0
336,33,blue-collar,married,secondary,no,1516,yes,no,cellular,14,may,7,7,-1,0,unknown,0
337,42,entrepreneur,married,tertiary,no,0,no,no,unknown,12,jun,138,1,-1,0,unknown,0
338,29,blue-collar,single,tertiary,no,1058,yes,no,cellular,18,may,1012,2,-1,0,unknown,0
339,40,services,divorced,secondary,no,1575,no,no,cellular,18,nov,80,1,-1,0,unknown,0
340,56,services,married,secondary,no,1463,no,no,telephone,11,feb,124,2,-1,0,unknown,0
341,42,self-employed,married,tertiary,no,0,yes,no,unknown,3,jul,100,2,-1,0,unknown,0
342,47,unemployed,married,secondary,no,0,no,no,cellular,29,aug,79,2,-1,0,unknown,0
343,28,management,single,tertiary,no,12956,yes,no,cellular,2,jul,901,2,399,3,success,1
344,35,technician,single,tertiary,no,479,yes,no,cellular,4,may,67,3,-1,0,unknown,0
345,41,management,married,tertiary,no,437,no,no,cellular,13,aug,7,4,-1,0,unknown,0
346,47,blue-collar,married,primary,no,5862,no,no,telephone,31,jul,51,5,-1,0,unknown,0
347,25,services,divorced,secondary,no,914,yes,no,unknown,28,may,103,1,-1,0,unknown,0
348,38,admin.,single,secondary,no,24,yes,yes,cellular,7,may,5,2,-1,0,unknown,0
349,31,technician,married,secondary,no,1234,no,no,cellular,28,jan,81,1,-1,0,unknown,0
350,52,entrepreneur,married,secondary,no,485,no,no,telephone,2,feb,90,2,-1,0,unknown,0
351,36,services,married,secondary,no,-78,yes,no,unknown,8,may,134,1,-1,0,unknown,0
352,36,services,married,secondary,no,787,no,no,unknown,5,jun,100,3,-1,0,unknown,0
353,28,technician,single,secondary,no,-46,no,no,cellular,4,feb,236,2,-1,0,unknown,0
354,31,blue-collar,married,secondary,no,658,yes,no,unknown,21,may,864,3,-1,0,unknown,1
355,31,admin.,single,secondary,no,12,no,yes,cellular,29,aug,109,10,-1,0,unknown,0
356,26,technician,single,secondary,no,691,yes,no,unknown,12,may,204,1,-1,0,unknown,0
357,33,services,married,secondary,no,13,yes,no,unknown,30,may,174,2,-1,0,unknown,0
358,26,student,single,secondary,no,0,yes,no,cellular,6,may,320,1,-1,0,unknown,0
359,41,blue-collar,single,unknown,no,943,no,no,unknown,19,jun,473,2,-1,0,unknown,0
360,39,management,single,tertiary,no,4023,no,no,cellular,4,aug,393,1,-1,0,unknown,0
361,34,technician,married,tertiary,no,1241,no,no,cellular,2,feb,124,1,-1,0,unknown,0
362,29,management,single,tertiary,no,1449,no,no,cellular,27,may,334,1,-1,0,unknown,0
363,37,blue-collar,married,secondary,no,1731,yes,yes,unknown,19,jun,202,13,-1,0,unknown,0
364,30,management,single,tertiary,no,5,yes,no,cellular,18,jul,101,1,-1,0,unknown,0
365,37,services,divorced,secondary,no,557,yes,no,cellular,14,may,122,1,340,1,failure,0
366,47,technician,single,primary,no,736,yes,no,unknown,14,may,283,1,-1,0,unknown,0
367,45,technician,divorced,secondary,no,1388,no,no,cellular,13,aug,1060,2,-1,0,unknown,1
368,33,management,married,tertiary,no,50,no,no,cellular,11,aug,90,2,-1,0,unknown,0
369,35,technician,single,secondary,no,641,yes,no,unknown,21,may,128,1,-1,0,unknown,0
370,32,technician,married,secondary,no,2050,yes,no,cellular,19,nov,271,2,-1,0,unknown,0
371,51,management,married,tertiary,no,6138,yes,no,cellular,19,nov,514,5,-1,0,unknown,0
372,42,management,single,secondary,no,-1,yes,yes,cellular,16,jul,125,6,252,4,failure,0
373,32,technician,divorced,tertiary,no,1085,no,no,cellular,19,aug,67,6,-1,0,unknown,0
374,43,admin.,single,secondary,no,756,yes,no,cellular,2,feb,156,1,-1,0,unknown,0
375,38,technician,married,secondary,no,-274,yes,yes,cellular,23,jul,98,2,-1,0,unknown,0
376,32,admin.,married,secondary,yes,544,yes,yes,cellular,17,nov,543,3,-1,0,unknown,0
377,55,retired,single,tertiary,no,-13,no,no,cellular,8,jul,111,1,-1,0,unknown,0
378,47,services,married,secondary,no,-288,yes,no,telephone,11,jul,193,2,-1,0,unknown,0
379,40,self-employed,married,secondary,no,1405,yes,no,unknown,7,may,546,1,-1,0,unknown,0
380,30,management,single,tertiary,no,2576,no,no,cellular,14,aug,562,2,-1,0,unknown,1
381,61,management,married,tertiary,no,10861,no,no,cellular,25,may,393,1,88,1,success,1
382,28,management,single,tertiary,yes,-5,no,no,cellular,25,jul,145,2,-1,0,unknown,0
383,26,technician,married,secondary,no,-35,yes,yes,cellular,11,jul,151,1,-1,0,unknown,0
384,58,retired,single,tertiary,no,1411,no,no,cellular,26,may,515,2,-1,0,unknown,0
385,52,blue-collar,married,tertiary,no,1416,yes,no,cellular,24,jul,740,4,-1,0,unknown,0
386,36,blue-collar,married,secondary,no,516,yes,no,unknown,5,jun,226,2,-1,0,unknown,0
387,57,services,married,primary,no,842,no,no,cellular,18,nov,852,1,-1,0,unknown,1
388,50,self-employed,married,secondary,no,6012,yes,no,cellular,18,nov,77,5,154,1,other,0
389,31,admin.,single,secondary,no,764,no,no,cellular,4,sep,83,5,24,1,other,0
390,49,housemaid,married,primary,no,-204,no,yes,cellular,28,aug,92,4,-1,0,unknown,0
391,36,blue-collar,married,primary,no,4608,yes,no,cellular,8,may,9,7,-1,0,unknown,0
392,32,blue-collar,married,secondary,no,-360,yes,no,unknown,21,may,180,1,-1,0,unknown,0
393,75,retired,married,secondary,no,8304,no,no,cellular,15,mar,653,1,-1,0,unknown,1
394,53,blue-collar,married,secondary,yes,-1083,yes,yes,cellular,18,aug,119,9,-1,0,unknown,0
395,43,services,married,secondary,no,1853,yes,no,telephone,11,aug,1327,4,-1,0,unknown,1
396,30,management,single,secondary,no,3616,yes,no,cellular,14,may,391,1,-1,0,unknown,0
397,50,management,married,tertiary,no,1393,yes,no,cellular,17,jul,554,1,-1,0,unknown,0
398,30,blue-collar,single,secondary,no,431,yes,yes,cellular,19,nov,431,1,-1,0,unknown,0
399,39,services,married,secondary,no,573,yes,no,unknown,6,may,198,1,-1,0,unknown,0
400,37,entrepreneur,married,secondary,no,983,yes,no,cellular,18,jul,100,2,-1,0,unknown,0
401,30,self-employed,single,tertiary,no,431,no,no,cellular,19,nov,673,1,-1,0,unknown,0
402,38,technician,married,secondary,no,0,no,no,cellular,19,aug,122,3,-1,0,unknown,0
403,30,blue-collar,married,primary,no,545,yes,no,unknown,21,may,133,2,-1,0,unknown,0
404,51,technician,married,secondary,no,2749,yes,no,cellular,6,aug,895,4,-1,0,unknown,0
405,33,student,single,secondary,no,1598,no,no,cellular,9,jul,919,1,-1,0,unknown,1
406,44,management,single,tertiary,no,597,yes,no,unknown,8,may,154,2,-1,0,unknown,0
407,43,unemployed,married,secondary,no,2884,no,no,cellular,2,jun,153,2,-1,0,unknown,0
408,38,entrepreneur,married,primary,no,873,yes,no,unknown,23,may,446,2,-1,0,unknown,0
409,34,technician,married,secondary,no,1228,no,no,cellular,14,aug,303,2,-1,0,unknown,1
410,39,blue-collar,married,secondary,no,-209,yes,no,unknown,27,may,121,4,-1,0,unknown,0
411,33,management,single,tertiary,no,0,no,no,cellular,28,aug,87,4,-1,0,unknown,0
412,34,management,married,tertiary,no,547,no,no,cellular,22,aug,122,4,-1,0,unknown,0
413,38,admin.,married,secondary,no,1138,yes,no,unknown,2,jun,135,1,-1,0,unknown,0
414,33,services,married,secondary,no,20,yes,no,unknown,26,may,431,2,-1,0,unknown,0
415,31,entrepreneur,single,tertiary,no,659,no,no,cellular,21,nov,957,2,-1,0,unknown,0
416,43,technician,married,secondary,no,771,no,no,unknown,20,jun,6,6,-1,0,unknown,0
417,30,technician,married,secondary,no,-280,no,no,cellular,17,aug,246,2,-1,0,unknown,0
418,35,blue-collar,married,primary,no,707,yes,no,unknown,30,may,894,2,-1,0,unknown,1
419,58,retired,single,secondary,no,2525,no,no,unknown,19,jun,1420,1,-1,0,unknown,1
420,47,housemaid,married,primary,no,39,no,no,cellular,14,aug,142,2,-1,0,unknown,0
421,36,technician,married,secondary,no,4956,yes,no,unknown,20,may,73,1,-1,0,unknown,0
422,71,retired,married,tertiary,no,3812,no,no,cellular,25,sep,97,5,-1,0,unknown,0
423,54,blue-collar,divorced,primary,no,2343,yes,yes,cellular,18,jul,192,1,-1,0,unknown,0
424,31,blue-collar,married,secondary,no,5,yes,yes,cellular,18,jul,143,3,-1,0,unknown,0
425,33,technician,single,secondary,no,648,yes,no,cellular,20,aug,155,2,-1,0,unknown,0
426,52,entrepreneur,married,secondary,yes,-524,yes,no,unknown,15,may,148,5,-1,0,unknown,0
427,42,technician,married,secondary,no,633,yes,no,cellular,25,jul,82,3,-1,0,unknown,0
428,36,management,married,tertiary,no,-76,no,no,cellular,29,aug,50,2,-1,0,unknown,0
429,33,admin.,single,secondary,no,299,yes,no,cellular,18,nov,91,1,-1,0,unknown,0
430,45,unemployed,married,primary,no,3275,no,no,cellular,29,jan,769,3,-1,0,unknown,0
431,34,management,married,tertiary,no,642,no,no,cellular,11,aug,101,2,-1,0,unknown,0
432,54,management,married,tertiary,no,0,no,no,cellular,25,aug,103,4,-1,0,unknown,0
433,55,management,divorced,tertiary,no,854,no,no,unknown,23,may,527,1,-1,0,unknown,0
434,57,retired,married,secondary,no,556,no,no,unknown,19,jun,468,5,-1,0,unknown,0
435,35,entrepreneur,married,primary,no,624,yes,no,cellular,5,may,834,2,-1,0,unknown,0
436,40,technician,divorced,secondary,no,0,no,no,cellular,19,aug,70,9,-1,0,unknown,0
437,38,technician,divorced,secondary,no,2987,no,no,cellular,1,apr,86,2,-1,0,unknown,0
438,30,blue-collar,single,secondary,no,-68,yes,no,cellular,21,nov,429,1,-1,0,unknown,0
439,51,blue-collar,married,primary,no,-32,yes,no,unknown,28,may,181,1,-1,0,unknown,0
440,52,management,married,tertiary,no,7387,no,no,cellular,26,mar,123,2,-1,0,unknown,0
441,33,blue-collar,married,primary,no,827,yes,no,unknown,20,may,120,1,-1,0,unknown,0
442,35,blue-collar,married,secondary,no,419,yes,no,unknown,30,may,135,2,-1,0,unknown,0
443,36,management,married,tertiary,no,2944,no,no,cellular,30,apr,526,1,-1,0,unknown,1
444,30,admin.,married,secondary,no,556,yes,yes,cellular,18,nov,82,2,188,2,failure,0
445,31,technician,single,secondary,no,-55,no,no,cellular,29,jan,110,2,-1,0,unknown,0
446,30,services,single,secondary,no,-104,yes,no,cellular,14,may,16,7,370,2,failure,0
447,46,management,married,tertiary,no,0,yes,no,cellular,21,nov,59,1,-1,0,unknown,0
448,38,technician,married,secondary,no,0,yes,no,cellular,17,nov,83,1,150,1,failure,0
449,32,technician,married,secondary,no,196,yes,no,cellular,19,nov,98,1,-1,0,unknown,0
450,39,services,married,secondary,no,4963,yes,no,cellular,4,may,141,6,168,1,other,0
451,31,admin.,single,secondary,no,523,yes,no,cellular,19,nov,393,1,-1,0,unknown,0
452,28,blue-collar,single,secondary,no,-179,yes,no,cellular,15,may,7,5,365,2,failure,0
453,59,blue-collar,married,primary,no,1514,no,no,cellular,21,nov,96,2,-1,0,unknown,0
454,58,management,married,tertiary,no,873,no,no,telephone,3,mar,125,1,101,3,failure,0
455,39,management,married,tertiary,no,1415,yes,no,cellular,20,apr,7,3,-1,0,unknown,0
456,39,blue-collar,divorced,secondary,no,7,yes,no,unknown,29,may,125,1,-1,0,unknown,0
457,45,blue-collar,married,secondary,no,729,no,no,cellular,8,aug,68,2,-1,0,unknown,0
458,57,management,married,tertiary,no,1464,no,no,cellular,11,aug,90,2,-1,0,unknown,0
459,41,technician,married,secondary,no,-204,no,no,cellular,12,aug,71,2,-1,0,unknown,0
460,31,technician,married,secondary,no,806,no,no,cellular,21,nov,895,1,-1,0,unknown,1
461,49,housemaid,married,secondary,no,2098,no,no,cellular,7,aug,90,2,-1,0,unknown,0
462,47,unknown,married,unknown,no,15,no,no,unknown,5,jun,61,1,-1,0,unknown,0
463,30,technician,married,secondary,no,1066,yes,no,unknown,21,may,5,1,-1,0,unknown,0
464,40,blue-collar,married,secondary,no,-83,yes,no,unknown,12,may,179,6,-1,0,unknown,0
465,34,management,married,tertiary,no,1858,no,no,cellular,7,aug,268,2,-1,0,unknown,1
466,57,management,married,tertiary,no,0,no,no,cellular,6,aug,112,2,-1,0,unknown,0
467,60,management,married,tertiary,no,1734,yes,no,unknown,3,jun,122,2,-1,0,unknown,0
468,32,management,married,tertiary,no,1337,yes,yes,cellular,26,aug,111,7,-1,0,unknown,0
469,47,blue-collar,married,primary,no,1477,yes,no,unknown,14,may,536,2,-1,0,unknown,0
470,49,management,married,tertiary,no,3142,yes,no,cellular,13,apr,155,1,-1,0,unknown,0
471,38,blue-collar,married,primary,no,574,yes,no,unknown,15,may,8,5,-1,0,unknown,0
472,31,services,married,secondary,no,-224,yes,no,unknown,3,jun,142,2,-1,0,unknown,0
473,36,blue-collar,married,primary,no,719,no,no,unknown,9,jun,110,1,-1,0,unknown,0
474,58,retired,married,secondary,no,559,yes,no,unknown,9,jun,50,1,-1,0,unknown,0
475,44,blue-collar,married,secondary,no,3603,yes,no,cellular,18,nov,180,1,-1,0,unknown,0
476,35,admin.,single,secondary,no,0,no,no,cellular,7,jul,119,1,-1,0,unknown,0
477,36,services,married,primary,no,471,yes,no,unknown,20,may,215,2,-1,0,unknown,0
478,45,blue-collar,married,primary,no,902,no,yes,cellular,29,jan,123,1,-1,0,unknown,0
479,58,management,married,primary,no,605,yes,no,unknown,15,may,89,2,-1,0,unknown,0
480,32,self-employed,married,tertiary,no,6659,yes,no,unknown,13,may,1063,6,-1,0,unknown,0
481,33,management,married,tertiary,no,2620,no,no,cellular,19,aug,117,7,-1,0,unknown,0
482,58,entrepreneur,married,tertiary,no,-406,no,yes,cellular,28,jul,61,5,-1,0,unknown,0
483,28,management,single,tertiary,no,-227,yes,no,unknown,4,jun,121,2,-1,0,unknown,0
484,32,blue-collar,married,secondary,no,1295,yes,yes,cellular,4,feb,454,1,-1,0,unknown,0
485,59,retired,married,primary,no,646,no,no,unknown,9,jun,565,2,-1,0,unknown,0
486,36,blue-collar,single,secondary,no,1003,yes,no,cellular,18,may,593,3,-1,0,unknown,0
487,50,management,married,tertiary,no,2764,yes,no,unknown,2,jun,117,3,-1,0,unknown,0
488,39,management,married,tertiary,no,633,yes,yes,cellular,3,apr,951,1,133,1,failure,0
489,28,management,single,tertiary,no,1451,yes,no,cellular,18,may,22,2,355,3,other,0
490,24,management,single,secondary,no,0,yes,no,cellular,19,oct,158,1,-1,0,unknown,1
491,45,blue-collar,married,secondary,no,-312,yes,no,unknown,27,may,130,3,-1,0,unknown,0
492,39,blue-collar,married,primary,no,983,yes,no,cellular,19,nov,58,1,-1,0,unknown,0
493,45,management,married,tertiary,no,879,yes,no,cellular,6,aug,101,2,-1,0,unknown,0
494,61,retired,married,secondary,no,0,no,no,cellular,26,mar,229,1,-1,0,unknown,1
495,32,self-employed,married,tertiary,no,10072,no,no,cellular,8,apr,90,1,-1,0,unknown,0
496,33,management,married,tertiary,no,2550,yes,no,telephone,11,may,151,1,348,5,other,0
497,25,services,single,secondary,no,-839,no,no,cellular,29,jul,81,2,-1,0,unknown,0
498,42,entrepreneur,single,tertiary,yes,18,no,no,cellular,17,jul,547,11,-1,0,unknown,0
499,58,self-employed,married,primary,no,-370,yes,no,unknown,27,may,87,2,-1,0,unknown,0
500,30,blue-collar,married,primary,no,819,yes,no,unknown,3,jun,929,2,-1,0,unknown,0
501,29,management,single,secondary,no,2553,no,yes,cellular,16,jul,459,1,-1,0,unknown,0
502,28,technician,single,secondary,no,1602,no,no,cellular,22,jul,151,2,-1,0,unknown,0
503,38,services,divorced,secondary,no,0,yes,no,cellular,11,may,80,1,-1,0,unknown,0
504,46,blue-collar,married,primary,no,36,yes,no,cellular,5,aug,172,1,-1,0,unknown,0
505,31,admin.,married,secondary,yes,-1586,no,yes,cellular,10,jul,121,1,-1,0,unknown,0
506,32,housemaid,married,tertiary,no,1028,yes,yes,cellular,5,aug,518,2,-1,0,unknown,0
507,45,technician,married,secondary,no,0,no,no,cellular,25,aug,80,4,-1,0,unknown,0
508,60,blue-collar,married,primary,no,-79,no,yes,cellular,9,jul,179,2,-1,0,unknown,0
509,42,blue-collar,married,primary,no,3382,no,no,cellular,29,jul,514,3,-1,0,unknown,0
510,50,housemaid,married,secondary,no,370,no,no,cellular,28,jan,645,1,-1,0,unknown,0
511,40,technician,married,secondary,no,0,yes,no,cellular,17,nov,64,2,-1,0,unknown,0
512,47,blue-collar,married,primary,no,584,yes,no,cellular,4,may,69,5,-1,0,unknown,0
513,36,management,single,tertiary,no,1539,yes,no,unknown,23,may,91,4,-1,0,unknown,0
514,39,technician,divorced,secondary,no,2893,no,no,cellular,2,jun,563,1,83,3,success,1
515,36,management,married,tertiary,no,141,yes,no,unknown,13,may,472,2,-1,0,unknown,0
